province,city,updateTime,confirmedCount,suspectedCount,curedCount,deadCount,country,continent
湖北省,武汉,2020-02-26,47441,0.0,11826,2085,中国,亚洲
湖北省,黄石,2020-02-26,1011,0.0,592,32,中国,亚洲
湖北省,孝感,2020-02-26,3501,0.0,1388,113,中国,亚洲
湖北省,神农架林区,2020-02-26,11,0.0,10,0,中国,亚洲
湖北省,恩施州,2020-02-26,251,0.0,158,4,中国,亚洲
湖北省,天门,2020-02-26,496,0.0,286,13,中国,亚洲
湖北省,仙桃,2020-02-26,575,0.0,337,19,中国,亚洲
湖北省,咸宁,2020-02-26,836,0.0,567,11,中国,亚洲
湖北省,十堰,2020-02-26,671,0.0,348,3,中国,亚洲
湖北省,潜江,2020-02-26,196,0.0,94,9,中国,亚洲
湖北省,荆门,2020-02-26,922,0.0,469,37,中国,亚洲
湖北省,宜昌,2020-02-26,927,0.0,362,30,中国,亚洲
湖北省,随州,2020-02-26,1306,0.0,652,37,中国,亚洲
湖北省,荆州,2020-02-26,1577,0.0,822,44,中国,亚洲
湖北省,鄂州,2020-02-26,1387,0.0,543,41,中国,亚洲
湖北省,黄冈,2020-02-26,2904,0.0,1852,107,中国,亚洲
湖北省,襄阳,2020-02-26,1175,0.0,653,30,中国,亚洲
香港,,2020-02-26,89,0.0,24,2,中国,亚洲
山东省,枣庄,2020-02-26,24,0.0,22,0,中国,亚洲
海南省,昌江,2020-02-26,7,0.0,3,0,中国,亚洲
海南省,海口,2020-02-26,39,0.0,28,0,中国,亚洲
海南省,三亚,2020-02-26,54,0.0,42,1,中国,亚洲
山东省,菏泽,2020-02-26,18,0.0,17,0,中国,亚洲
山东省,聊城,2020-02-26,38,0.0,30,0,中国,亚洲
山东省,滨州,2020-02-26,15,0.0,12,0,中国,亚洲
山东省,临沂,2020-02-26,49,0.0,45,0,中国,亚洲
山东省,日照,2020-02-26,16,0.0,11,0,中国,亚洲
海南省,万宁,2020-02-26,13,0.0,11,0,中国,亚洲
海南省,儋州,2020-02-26,15,0.0,12,1,中国,亚洲
海南省,琼中,2020-02-26,1,0.0,1,0,中国,亚洲
海南省,澄迈,2020-02-26,9,0.0,6,1,中国,亚洲
海南省,保亭,2020-02-26,3,0.0,1,0,中国,亚洲
海南省,琼海,2020-02-26,6,0.0,4,1,中国,亚洲
海南省,东方,2020-02-26,3,0.0,2,0,中国,亚洲
海南省,临高,2020-02-26,6,0.0,6,0,中国,亚洲
海南省,陵水,2020-02-26,4,0.0,4,0,中国,亚洲
海南省,定安,2020-02-26,3,0.0,2,1,中国,亚洲
海南省,乐东,2020-02-26,2,0.0,2,0,中国,亚洲
山东省,淄博,2020-02-26,30,0.0,18,1,中国,亚洲
海南省,待明确地区,2020-02-26,0,0.0,2,0,中国,亚洲
山东省,泰安,2020-02-26,35,0.0,23,2,中国,亚洲
海南省,文昌,2020-02-26,3,0.0,3,0,中国,亚洲
山东省,威海,2020-02-26,38,0.0,27,0,中国,亚洲
山东省,德州,2020-02-26,37,0.0,15,2,中国,亚洲
山东省,济宁,2020-02-26,258,0.0,43,0,中国,亚洲
山东省,潍坊,2020-02-26,44,0.0,24,0,中国,亚洲
山东省,烟台,2020-02-26,47,0.0,26,0,中国,亚洲
山东省,济南,2020-02-26,47,0.0,25,0,中国,亚洲
山东省,青岛,2020-02-26,60,0.0,39,1,中国,亚洲
天津市,东丽区,2020-02-26,4,0.0,4,0,中国,亚洲
天津市,待明确地区,2020-02-26,0,0.0,5,0,中国,亚洲
天津市,津南区,2020-02-26,1,0.0,1,0,中国,亚洲
天津市,红桥区,2020-02-26,2,0.0,2,0,中国,亚洲
天津市,武清区,2020-02-26,2,0.0,2,0,中国,亚洲
天津市,滨海新区,2020-02-26,3,0.0,3,0,中国,亚洲
天津市,西青区,2020-02-26,4,0.0,4,0,中国,亚洲
天津市,河西区,2020-02-26,4,0.0,4,0,中国,亚洲
天津市,北辰区,2020-02-26,6,0.0,3,0,中国,亚洲
天津市,外地来津人员,2020-02-26,6,0.0,5,0,中国,亚洲
天津市,和平区,2020-02-26,6,0.0,5,0,中国,亚洲
天津市,河北区,2020-02-26,12,0.0,10,0,中国,亚洲
天津市,宁河区,2020-02-26,4,0.0,1,0,中国,亚洲
天津市,河东区,2020-02-26,15,0.0,11,1,中国,亚洲
天津市,南开区,2020-02-26,6,0.0,2,0,中国,亚洲
天津市,宝坻区,2020-02-26,60,0.0,34,2,中国,亚洲
科威特,,2020-02-26,25,0.0,0,0,科威特,亚洲
希腊,,2020-02-26,1,0.0,0,0,希腊,欧洲
意大利,,2020-02-26,374,0.0,1,12,意大利,欧洲
钻石公主号邮轮,,2020-02-26,705,0.0,0,4,钻石公主号邮轮,其他
美国,,2020-02-26,57,0.0,3,0,美国,北美洲
巴林,,2020-02-26,26,0.0,0,0,巴林,亚洲
台湾,,2020-02-26,32,0.0,5,1,中国,亚洲
伊朗,,2020-02-26,139,0.0,0,19,伊朗,亚洲
内蒙古自治区,鄂尔多斯,2020-02-26,11,0.0,9,0,中国,亚洲
内蒙古自治区,兴安盟,2020-02-26,1,0.0,0,0,中国,亚洲
内蒙古自治区,乌海市,2020-02-26,2,0.0,1,0,中国,亚洲
内蒙古自治区,乌兰察布,2020-02-26,3,0.0,1,0,中国,亚洲
内蒙古自治区,巴彦淖尔,2020-02-26,8,0.0,6,0,中国,亚洲
内蒙古自治区,呼和浩特,2020-02-26,7,0.0,2,0,中国,亚洲
内蒙古自治区,呼伦贝尔,2020-02-26,7,0.0,4,0,中国,亚洲
内蒙古自治区,赤峰,2020-02-26,9,0.0,5,0,中国,亚洲
内蒙古自治区,通辽,2020-02-26,7,0.0,2,0,中国,亚洲
内蒙古自治区,锡林郭勒盟,2020-02-26,9,0.0,2,0,中国,亚洲
内蒙古自治区,包头,2020-02-26,11,0.0,5,0,中国,亚洲
日本,,2020-02-26,178,0.0,22,2,日本,亚洲
韩国,,2020-02-26,1261,0.0,22,12,韩国,亚洲
河南省,南阳,2020-02-26,155,0.0,129,3,中国,亚洲
河南省,驻马店,2020-02-26,139,0.0,126,0,中国,亚洲
河南省,平顶山,2020-02-26,58,0.0,44,1,中国,亚洲
河南省,安阳,2020-02-26,53,0.0,43,0,中国,亚洲
河南省,漯河,2020-02-26,35,0.0,25,0,中国,亚洲
河南省,开封,2020-02-26,26,0.0,16,0,中国,亚洲
河南省,商丘,2020-02-26,91,0.0,80,3,中国,亚洲
河南省,许昌,2020-02-26,39,0.0,32,0,中国,亚洲
河南省,濮阳,2020-02-26,17,0.0,10,0,中国,亚洲
河南省,洛阳,2020-02-26,31,0.0,24,1,中国,亚洲
河南省,新乡,2020-02-26,57,0.0,49,3,中国,亚洲
河南省,鹤壁,2020-02-26,19,0.0,15,0,中国,亚洲
河南省,焦作,2020-02-26,32,0.0,28,1,中国,亚洲
河南省,济源,2020-02-26,5,0.0,3,0,中国,亚洲
河南省,三门峡,2020-02-26,7,0.0,6,1,中国,亚洲
河南省,待明确地区,2020-02-26,0,0.0,4,4,中国,亚洲
河南省,周口,2020-02-26,76,0.0,56,0,中国,亚洲
河南省,郑州,2020-02-26,157,0.0,124,0,中国,亚洲
河南省,信阳,2020-02-26,274,0.0,219,2,中国,亚洲
陕西省,咸阳,2020-02-26,17,0.0,16,0,中国,亚洲
陕西省,汉中,2020-02-26,26,0.0,14,0,中国,亚洲
陕西省,安康,2020-02-26,26,0.0,20,0,中国,亚洲
陕西省,铜川,2020-02-26,8,0.0,6,0,中国,亚洲
陕西省,商洛,2020-02-26,7,0.0,5,0,中国,亚洲
陕西省,榆林,2020-02-26,3,0.0,3,0,中国,亚洲
陕西省,宝鸡,2020-02-26,13,0.0,12,0,中国,亚洲
陕西省,延安,2020-02-26,8,0.0,8,0,中国,亚洲
陕西省,韩城,2020-02-26,1,0.0,1,0,中国,亚洲
陕西省,杨凌,2020-02-26,1,0.0,1,0,中国,亚洲
广西壮族自治区,百色,2020-02-26,3,0.0,3,0,中国,亚洲
陕西省,西安,2020-02-26,120,0.0,94,1,中国,亚洲
陕西省,渭南,2020-02-26,15,0.0,9,0,中国,亚洲
广西壮族自治区,贺州,2020-02-26,4,0.0,4,0,中国,亚洲
广西壮族自治区,防城港,2020-02-26,19,0.0,8,0,中国,亚洲
广西壮族自治区,梧州,2020-02-26,5,0.0,5,0,中国,亚洲
广西壮族自治区,河池,2020-02-26,28,0.0,5,1,中国,亚洲
广西壮族自治区,南宁,2020-02-26,55,0.0,42,0,中国,亚洲
广西壮族自治区,柳州,2020-02-26,24,0.0,12,0,中国,亚洲
广西壮族自治区,北海,2020-02-26,44,0.0,24,1,中国,亚洲
广西壮族自治区,来宾,2020-02-26,11,0.0,0,0,中国,亚洲
广西壮族自治区,桂林,2020-02-26,32,0.0,23,0,中国,亚洲
广西壮族自治区,玉林,2020-02-26,11,0.0,7,0,中国,亚洲
广西壮族自治区,贵港,2020-02-26,8,0.0,4,0,中国,亚洲
广西壮族自治区,钦州,2020-02-26,8,0.0,7,0,中国,亚洲
黑龙江省,大庆,2020-02-26,26,0.0,12,1,中国,亚洲
黑龙江省,佳木斯,2020-02-26,15,0.0,15,0,中国,亚洲
黑龙江省,伊春,2020-02-26,1,0.0,0,0,中国,亚洲
黑龙江省,鹤岗,2020-02-26,5,0.0,4,0,中国,亚洲
黑龙江省,黑河,2020-02-26,14,0.0,9,0,中国,亚洲
黑龙江省,牡丹江,2020-02-26,14,0.0,8,0,中国,亚洲
黑龙江省,七台河,2020-02-26,17,0.0,11,0,中国,亚洲
黑龙江省,绥化,2020-02-26,47,0.0,35,4,中国,亚洲
浙江省,湖州,2020-02-26,10,0.0,7,0,中国,亚洲
黑龙江省,齐齐哈尔,2020-02-26,43,0.0,26,1,中国,亚洲
黑龙江省,双鸭山,2020-02-26,52,0.0,28,3,中国,亚洲
黑龙江省,鸡西,2020-02-26,46,0.0,22,0,中国,亚洲
黑龙江省,哈尔滨,2020-02-26,198,0.0,77,3,中国,亚洲
浙江省,待明确地区,2020-02-26,0,0.0,7,0,中国,亚洲
福建省,泉州,2020-02-26,47,0.0,23,0,中国,亚洲
浙江省,衢州,2020-02-26,14,0.0,11,0,中国,亚洲
浙江省,丽水,2020-02-26,17,0.0,14,0,中国,亚洲
浙江省,舟山,2020-02-26,10,0.0,6,0,中国,亚洲
黑龙江省,大兴安岭,2020-02-26,2,0.0,2,0,中国,亚洲
福建省,漳州,2020-02-26,20,0.0,15,0,中国,亚洲
福建省,莆田,2020-02-26,55,0.0,36,0,中国,亚洲
福建省,南平,2020-02-26,20,0.0,12,0,中国,亚洲
浙江省,金华,2020-02-26,55,0.0,43,0,中国,亚洲
河北省,承德,2020-02-26,7,0.0,7,0,中国,亚洲
河北省,衡水,2020-02-26,8,0.0,8,0,中国,亚洲
河北省,邢台,2020-02-26,23,0.0,22,1,中国,亚洲
河北省,廊坊,2020-02-26,30,0.0,30,0,中国,亚洲
河北省,保定,2020-02-26,32,0.0,32,0,中国,亚洲
河北省,秦皇岛,2020-02-26,10,0.0,8,1,中国,亚洲
河北省,邯郸,2020-02-26,32,0.0,29,0,中国,亚洲
河北省,张家口,2020-02-26,35,0.0,32,0,中国,亚洲
河北省,石家庄,2020-02-26,29,0.0,22,0,中国,亚洲
河北省,沧州,2020-02-26,48,0.0,35,3,中国,亚洲
河北省,唐山,2020-02-26,58,0.0,36,1,中国,亚洲
福建省,龙岩,2020-02-26,6,0.0,6,0,中国,亚洲
福建省,宁德,2020-02-26,26,0.0,23,0,中国,亚洲
福建省,厦门,2020-02-26,35,0.0,30,0,中国,亚洲
福建省,福州,2020-02-26,71,0.0,65,1,中国,亚洲
福建省,三明,2020-02-26,14,0.0,8,0,中国,亚洲
浙江省,绍兴,2020-02-26,42,0.0,30,0,中国,亚洲
浙江省,嘉兴,2020-02-26,45,0.0,30,0,中国,亚洲
广东省,河源,2020-02-26,4,0.0,4,0,中国,亚洲
广东省,潮州,2020-02-26,5,0.0,4,0,中国,亚洲
广东省,汕尾,2020-02-26,5,0.0,4,0,中国,亚洲
广东省,韶关,2020-02-26,10,0.0,7,0,中国,亚洲
广东省,汕头,2020-02-26,25,0.0,22,0,中国,亚洲
广东省,阳江,2020-02-26,14,0.0,10,0,中国,亚洲
广东省,梅州,2020-02-26,16,0.0,12,0,中国,亚洲
广东省,肇庆,2020-02-26,19,0.0,13,1,中国,亚洲
广东省,茂名,2020-02-26,14,0.0,7,0,中国,亚洲
广东省,湛江,2020-02-26,22,0.0,14,0,中国,亚洲
广东省,惠州,2020-02-26,62,0.0,52,0,中国,亚洲
广东省,中山,2020-02-26,66,0.0,55,0,中国,亚洲
广东省,江门,2020-02-26,23,0.0,11,0,中国,亚洲
广东省,珠海,2020-02-26,98,0.0,59,1,中国,亚洲
广东省,佛山,2020-02-26,84,0.0,36,0,中国,亚洲
广东省,东莞,2020-02-26,97,0.0,40,1,中国,亚洲
广东省,广州,2020-02-26,346,0.0,222,1,中国,亚洲
浙江省,杭州,2020-02-26,169,0.0,139,0,中国,亚洲
广东省,清远,2020-02-26,12,0.0,12,0,中国,亚洲
广东省,揭阳,2020-02-26,8,0.0,5,0,中国,亚洲
浙江省,省十里丰监狱,2020-02-26,36,0.0,3,0,中国,亚洲
浙江省,宁波,2020-02-26,157,0.0,122,0,中国,亚洲
浙江省,台州,2020-02-26,146,0.0,101,0,中国,亚洲
浙江省,温州,2020-02-26,504,0.0,354,1,中国,亚洲
广东省,深圳,2020-02-26,417,0.0,262,3,中国,亚洲
法国,,2020-02-26,17,0.0,11,2,法国,欧洲
新加坡,,2020-02-26,91,0.0,58,0,新加坡,亚洲
泰国,,2020-02-26,40,0.0,22,0,泰国,亚洲
四川省,绵阳,2020-02-26,22,0.0,14,0,中国,亚洲
四川省,南充,2020-02-26,39,0.0,23,0,中国,亚洲
四川省,巴中,2020-02-26,24,0.0,11,0,中国,亚洲
四川省,广安,2020-02-26,30,0.0,20,0,中国,亚洲
四川省,德阳,2020-02-26,18,0.0,9,0,中国,亚洲
四川省,宜宾,2020-02-26,12,0.0,10,0,中国,亚洲
四川省,泸州,2020-02-26,24,0.0,17,0,中国,亚洲
四川省,内江,2020-02-26,22,0.0,15,0,中国,亚洲
四川省,遂宁,2020-02-26,17,0.0,13,0,中国,亚洲
四川省,凉山州,2020-02-26,13,0.0,9,0,中国,亚洲
四川省,甘孜州,2020-02-26,71,0.0,18,0,中国,亚洲
四川省,眉山,2020-02-26,8,0.0,6,0,中国,亚洲
四川省,达州,2020-02-26,42,0.0,19,0,中国,亚洲
湖南省,永州,2020-02-26,43,0.0,41,0,中国,亚洲
四川省,成都,2020-02-26,143,0.0,81,3,中国,亚洲
湖南省,张家界,2020-02-26,5,0.0,5,0,中国,亚洲
湖南省,湘西自治州,2020-02-26,8,0.0,8,0,中国,亚洲
湖南省,怀化,2020-02-26,40,0.0,40,0,中国,亚洲
四川省,自贡,2020-02-26,9,0.0,8,0,中国,亚洲
湖南省,益阳,2020-02-26,59,0.0,56,0,中国,亚洲
湖南省,郴州,2020-02-26,39,0.0,33,0,中国,亚洲
湖南省,湘潭,2020-02-26,36,0.0,29,0,中国,亚洲
湖南省,衡阳,2020-02-26,48,0.0,38,0,中国,亚洲
湖南省,邵阳,2020-02-26,102,0.0,90,1,中国,亚洲
湖南省,常德,2020-02-26,82,0.0,67,0,中国,亚洲
湖南省,娄底,2020-02-26,76,0.0,57,0,中国,亚洲
湖南省,株洲,2020-02-26,80,0.0,54,0,中国,亚洲
湖南省,岳阳,2020-02-26,156,0.0,106,1,中国,亚洲
四川省,资阳,2020-02-26,4,0.0,2,0,中国,亚洲
四川省,阿坝州,2020-02-26,1,0.0,1,0,中国,亚洲
四川省,雅安,2020-02-26,7,0.0,6,0,中国,亚洲
四川省,攀枝花,2020-02-26,16,0.0,16,0,中国,亚洲
安徽省,宣城,2020-02-26,6,0.0,4,0,中国,亚洲
江苏省,镇江,2020-02-26,12,0.0,10,0,中国,亚洲
江苏省,宿迁,2020-02-26,13,0.0,11,0,中国,亚洲
江苏省,盐城,2020-02-26,27,0.0,24,0,中国,亚洲
江苏省,常州,2020-02-26,51,0.0,48,0,中国,亚洲
江苏省,南通,2020-02-26,40,0.0,35,0,中国,亚洲
江苏省,扬州,2020-02-26,23,0.0,17,0,中国,亚洲
江苏省,泰州,2020-02-26,37,0.0,28,0,中国,亚洲
江苏省,徐州,2020-02-26,79,0.0,69,0,中国,亚洲
江苏省,无锡,2020-02-26,55,0.0,42,0,中国,亚洲
江苏省,淮安,2020-02-26,66,0.0,50,0,中国,亚洲
江苏省,连云港,2020-02-26,48,0.0,27,0,中国,亚洲
江苏省,苏州,2020-02-26,87,0.0,59,0,中国,亚洲
江苏省,南京,2020-02-26,93,0.0,58,0,中国,亚洲
四川省,乐山,2020-02-26,3,0.0,3,0,中国,亚洲
四川省,广元,2020-02-26,6,0.0,6,0,中国,亚洲
湖南省,长沙,2020-02-26,242,0.0,159,2,中国,亚洲
安徽省,黄山,2020-02-26,9,0.0,6,0,中国,亚洲
安徽省,滁州,2020-02-26,13,0.0,9,0,中国,亚洲
安徽省,合肥,2020-02-26,174,0.0,127,1,中国,亚洲
安徽省,池州,2020-02-26,17,0.0,13,0,中国,亚洲
安徽省,芜湖,2020-02-26,33,0.0,28,0,中国,亚洲
安徽省,铜陵,2020-02-26,29,0.0,22,0,中国,亚洲
安徽省,淮南,2020-02-26,27,0.0,18,0,中国,亚洲
安徽省,安庆,2020-02-26,83,0.0,74,0,中国,亚洲
安徽省,宿州,2020-02-26,41,0.0,30,0,中国,亚洲
安徽省,马鞍山,2020-02-26,38,0.0,25,0,中国,亚洲
安徽省,亳州,2020-02-26,108,0.0,89,0,中国,亚洲
安徽省,六安,2020-02-26,69,0.0,46,0,中国,亚洲
安徽省,蚌埠,2020-02-26,160,0.0,119,5,中国,亚洲
安徽省,阜阳,2020-02-26,155,0.0,112,0,中国,亚洲
安徽省,淮北,2020-02-26,27,0.0,22,0,中国,亚洲
重庆市,酉阳,2020-02-26,1,0.0,0,0,中国,亚洲
重庆市,黔江区,2020-02-26,2,0.0,2,0,中国,亚洲
重庆市,高新区,2020-02-26,4,0.0,4,0,中国,亚洲
重庆市,梁平区,2020-02-26,4,0.0,4,0,中国,亚洲
重庆市,江津区,2020-02-26,4,0.0,4,0,中国,亚洲
重庆市,永川区,2020-02-26,5,0.0,5,0,中国,亚洲
重庆市,万盛经开区,2020-02-26,1,0.0,0,0,中国,亚洲
重庆市,璧山区,2020-02-26,9,0.0,8,0,中国,亚洲
重庆市,彭水县,2020-02-26,2,0.0,1,0,中国,亚洲
重庆市,大渡口区,2020-02-26,7,0.0,6,0,中国,亚洲
重庆市,武隆区,2020-02-26,1,0.0,1,0,中国,亚洲
重庆市,巫山县,2020-02-26,10,0.0,8,0,中国,亚洲
重庆市,开州区,2020-02-26,21,0.0,18,1,中国,亚洲
重庆市,涪陵区,2020-02-26,5,0.0,2,0,中国,亚洲
重庆市,巴南区,2020-02-26,6,0.0,3,0,中国,亚洲
重庆市,城口县,2020-02-26,2,0.0,2,0,中国,亚洲
重庆市,秀山县,2020-02-26,1,0.0,1,0,中国,亚洲
重庆市,巫溪县,2020-02-26,14,0.0,11,0,中国,亚洲
重庆市,荣昌区,2020-02-26,9,0.0,6,0,中国,亚洲
重庆市,合川区,2020-02-26,23,0.0,15,0,中国,亚洲
重庆市,忠县,2020-02-26,21,0.0,18,0,中国,亚洲
重庆市,江北区,2020-02-26,28,0.0,14,0,中国,亚洲
重庆市,大足区,2020-02-26,14,0.0,10,0,中国,亚洲
重庆市,万州区,2020-02-26,118,0.0,75,4,中国,亚洲
重庆市,潼南区,2020-02-26,18,0.0,7,0,中国,亚洲
重庆市,沙坪坝区,2020-02-26,9,0.0,2,0,中国,亚洲
重庆市,綦江区,2020-02-26,23,0.0,13,0,中国,亚洲
重庆市,渝中区,2020-02-26,20,0.0,16,0,中国,亚洲
重庆市,云阳县,2020-02-26,25,0.0,21,0,中国,亚洲
重庆市,丰都县,2020-02-26,10,0.0,4,0,中国,亚洲
重庆市,铜梁区,2020-02-26,10,0.0,4,0,中国,亚洲
重庆市,渝北区,2020-02-26,17,0.0,11,0,中国,亚洲
重庆市,石柱县,2020-02-26,15,0.0,11,0,中国,亚洲
重庆市,南岸区,2020-02-26,15,0.0,8,0,中国,亚洲
重庆市,九龙坡区,2020-02-26,21,0.0,12,1,中国,亚洲
重庆市,奉节县,2020-02-26,22,0.0,13,0,中国,亚洲
重庆市,长寿区,2020-02-26,22,0.0,13,0,中国,亚洲
重庆市,垫江县,2020-02-26,20,0.0,10,0,中国,亚洲
重庆市,两江新区,2020-02-26,17,0.0,10,0,中国,亚洲
云南省,曲靖,2020-02-26,13,0.0,10,0,中国,亚洲
云南省,昭通,2020-02-26,25,0.0,15,0,中国,亚洲
云南省,昆明,2020-02-26,53,0.0,48,0,中国,亚洲
云南省,红河州,2020-02-26,9,0.0,5,0,中国,亚洲
云南省,丽江,2020-02-26,7,0.0,7,0,中国,亚洲
云南省,西双版纳,2020-02-26,15,0.0,12,1,中国,亚洲
云南省,玉溪,2020-02-26,14,0.0,12,1,中国,亚洲
云南省,大理州,2020-02-26,13,0.0,12,0,中国,亚洲
云南省,保山,2020-02-26,9,0.0,8,0,中国,亚洲
云南省,德宏州,2020-02-26,5,0.0,4,0,中国,亚洲
云南省,普洱,2020-02-26,4,0.0,4,0,中国,亚洲
云南省,楚雄州,2020-02-26,4,0.0,4,0,中国,亚洲
云南省,文山州,2020-02-26,2,0.0,2,0,中国,亚洲
云南省,临沧,2020-02-26,1,0.0,1,0,中国,亚洲
德国,,2020-02-26,18,0.0,14,0,德国,欧洲
阿曼,,2020-02-26,2,0.0,0,0,阿曼,亚洲
奥地利,,2020-02-26,2,0.0,0,0,奥地利,欧洲
越南,,2020-02-26,16,0.0,16,0,越南,亚洲
克罗地亚,,2020-02-26,1,0.0,0,0,克罗地亚,欧洲
瑞士,,2020-02-26,1,0.0,0,0,瑞士,欧洲
阿尔及利亚,,2020-02-26,1,0.0,0,0,阿尔及利亚,非洲
以色列,,2020-02-26,6,0.0,0,0,以色列,亚洲
西班牙,,2020-02-26,7,0.0,2,0,西班牙,欧洲
加拿大,,2020-02-26,11,0.0,4,0,加拿大,北美洲
澳大利亚,,2020-02-26,22,0.0,15,0,澳大利亚,大洋洲
上海市,嘉定区,2020-02-26,9,0.0,6,0,中国,亚洲
上海市,普陀区,2020-02-26,11,0.0,9,0,中国,亚洲
上海市,杨浦区,2020-02-26,9,0.0,7,0,中国,亚洲
上海市,奉贤区,2020-02-26,9,0.0,7,0,中国,亚洲
上海市,黄浦区,2020-02-26,6,0.0,4,0,中国,亚洲
上海市,崇明区,2020-02-26,4,0.0,2,0,中国,亚洲
上海市,虹口区,2020-02-26,7,0.0,6,0,中国,亚洲
上海市,青浦区,2020-02-26,6,0.0,5,0,中国,亚洲
上海市,长宁区,2020-02-26,13,0.0,13,0,中国,亚洲
上海市,金山区,2020-02-26,3,0.0,3,0,中国,亚洲
上海市,待明确地区,2020-02-26,0,0.0,4,2,中国,亚洲
山西省,晋中,2020-02-26,37,0.0,25,0,中国,亚洲
上海市,闵行区,2020-02-26,19,0.0,17,0,中国,亚洲
上海市,松江区,2020-02-26,14,0.0,11,0,中国,亚洲
山西省,晋城,2020-02-26,10,0.0,5,0,中国,亚洲
上海市,外地来沪人员,2020-02-26,111,0.0,89,1,中国,亚洲
上海市,浦东新区,2020-02-26,60,0.0,50,0,中国,亚洲
上海市,宝山区,2020-02-26,21,0.0,12,0,中国,亚洲
上海市,静安区,2020-02-26,16,0.0,12,0,中国,亚洲
上海市,徐汇区,2020-02-26,18,0.0,15,0,中国,亚洲
山西省,太原,2020-02-26,20,0.0,16,0,中国,亚洲
山西省,大同,2020-02-26,12,0.0,8,0,中国,亚洲
马来西亚,,2020-02-26,22,0.0,18,0,马来西亚,亚洲
瑞典,,2020-02-26,1,0.0,0,0,瑞典,欧洲
菲律宾,,2020-02-26,3,0.0,1,1,菲律宾,亚洲
埃及,,2020-02-26,1,0.0,0,0,埃及,非洲
黎巴嫩,,2020-02-26,1,0.0,0,0,黎巴嫩,亚洲
伊拉克,,2020-02-26,1,0.0,0,0,伊拉克,亚洲
阿富汗,,2020-02-26,1,0.0,0,0,阿富汗,亚洲
尼泊尔,,2020-02-26,1,0.0,1,0,尼泊尔,亚洲
柬埔寨,,2020-02-26,1,0.0,1,0,柬埔寨,亚洲
斯里兰卡,,2020-02-26,1,0.0,1,0,斯里兰卡,亚洲
芬兰,,2020-02-26,1,0.0,1,0,芬兰,欧洲
印度,,2020-02-26,3,0.0,3,0,印度,亚洲
俄罗斯,,2020-02-26,2,0.0,2,0,俄罗斯,欧洲
比利时,,2020-02-26,1,0.0,1,0,比利时,欧洲
英国,,2020-02-26,13,0.0,8,0,英国,欧洲
山西省,朔州,2020-02-26,8,0.0,6,0,中国,亚洲
山西省,运城,2020-02-26,19,0.0,18,0,中国,亚洲
山西省,长治,2020-02-26,8,0.0,7,0,中国,亚洲
山西省,吕梁,2020-02-26,6,0.0,6,0,中国,亚洲
山西省,阳泉,2020-02-26,4,0.0,4,0,中国,亚洲
山西省,临汾,2020-02-26,2,0.0,2,0,中国,亚洲
宁夏回族自治区,银川,2020-02-26,33,0.0,30,0,中国,亚洲
宁夏回族自治区,吴忠,2020-02-26,28,0.0,25,0,中国,亚洲
宁夏回族自治区,固原,2020-02-26,5,0.0,5,0,中国,亚洲
宁夏回族自治区,中卫,2020-02-26,3,0.0,3,0,中国,亚洲
宁夏回族自治区,宁东,2020-02-26,1,0.0,1,0,中国,亚洲
宁夏回族自治区,石嘴山,2020-02-26,1,0.0,1,0,中国,亚洲
阿联酋,,2020-02-26,13,0.0,4,0,阿联酋,亚洲
山西省,忻州,2020-02-26,7,0.0,5,0,中国,亚洲
广东省,待明确地区,2020-02-26,0,0.0,19,0,中国,亚洲
江西省,萍乡,2020-02-26,33,0.0,18,0,中国,亚洲
江西省,赣江新区,2020-02-26,1,0.0,0,0,中国,亚洲
江西省,鹰潭,2020-02-26,18,0.0,10,0,中国,亚洲
江西省,吉安,2020-02-26,22,0.0,13,0,中国,亚洲
江西省,抚州,2020-02-26,72,0.0,58,0,中国,亚洲
江西省,景德镇,2020-02-26,6,0.0,3,0,中国,亚洲
江西省,宜春,2020-02-26,106,0.0,90,0,中国,亚洲
江西省,赣州,2020-02-26,76,0.0,57,1,中国,亚洲
江西省,新余,2020-02-26,130,0.0,111,0,中国,亚洲
江西省,上饶,2020-02-26,123,0.0,101,0,中国,亚洲
江西省,南昌,2020-02-26,229,0.0,187,0,中国,亚洲
江西省,九江,2020-02-26,118,0.0,71,0,中国,亚洲
北京市,待明确地区,2020-02-26,0,0.0,220,4,中国,亚洲
北京市,延庆区,2020-02-26,1,0.0,0,0,中国,亚洲
北京市,门头沟区,2020-02-26,3,0.0,2,0,中国,亚洲
北京市,房山区,2020-02-26,16,0.0,3,0,中国,亚洲
北京市,怀柔区,2020-02-26,7,0.0,0,0,中国,亚洲
北京市,顺义区,2020-02-26,10,0.0,0,0,中国,亚洲
北京市,东城区,2020-02-26,13,0.0,1,0,中国,亚洲
北京市,石景山区,2020-02-26,14,0.0,1,0,中国,亚洲
北京市,密云区,2020-02-26,7,0.0,0,0,中国,亚洲
北京市,通州区,2020-02-26,19,0.0,1,0,中国,亚洲
北京市,昌平区,2020-02-26,29,0.0,0,0,中国,亚洲
北京市,大兴区,2020-02-26,39,0.0,2,0,中国,亚洲
北京市,丰台区,2020-02-26,41,0.0,3,0,中国,亚洲
北京市,西城区,2020-02-26,53,0.0,0,0,中国,亚洲
北京市,朝阳区,2020-02-26,61,0.0,0,0,中国,亚洲
北京市,海淀区,2020-02-26,62,0.0,0,0,中国,亚洲
